"date","away","away_score","home","home_score","point_diff"
2022-02-03,"Southeast Missouri St.",63,"Tennessee Martin",84,21
2022-02-05,"Tennessee St.",69,"Tennessee Martin",61,-8
2022-01-06,"Tennessee Martin",94,"Tennessee St.",78,-16
2022-01-08,"Southeast Missouri St.",84,"Tennessee St.",95,11
2022-01-15,"Morehead St.",71,"Tennessee St.",64,-7
2022-01-17,"Tennessee Tech",64,"Tennessee St.",80,16
2022-01-22,"Austin Peay",61,"Tennessee St.",65,4
2022-02-03,"Belmont",88,"Tennessee St.",61,-27
2022-02-10,"Murray St.",73,"Tennessee St.",62,-11
2022-01-20,"SIU Edwardsville",76,"Tennessee Tech",94,18
2022-01-27,"Murray St.",80,"Tennessee Tech",75,-5
2022-01-29,"Austin Peay",58,"Tennessee Tech",55,-3
2022-01-31,"Morehead St.",70,"Tennessee Tech",56,-14
2022-02-05,"Belmont",100,"Tennessee Tech",92,-8
2022-02-07,"Eastern Illinois",58,"Tennessee Tech",84,26
2022-01-01,"West Virginia",59,"Texas",74,15
2022-01-11,"Oklahoma",52,"Texas",66,14
2022-01-18,"Kansas St.",66,"Texas",65,-1
2022-01-22,"Oklahoma St.",51,"Texas",56,5
2022-01-29,"Tennessee",51,"Texas",52,1
2022-02-05,"Iowa St.",41,"Texas",63,22
2022-02-07,"Kansas",76,"Texas",79,3
2022-01-08,"Arkansas",81,"Texas A&M",86,5
2022-01-11,"Mississippi",51,"Texas A&M",67,16
2022-01-19,"Kentucky",64,"Texas A&M",58,-6
2022-01-29,"South Carolina",74,"Texas A&M",63,-11
2022-02-05,"Missouri",70,"Texas A&M",66,-4
2022-02-08,"LSU",76,"Texas A&M",68,-8
2022-01-06,"Northwestern St.",67,"Texas A&M Corpus Chris",89,22
2022-01-08,"McNeese St.",54,"Texas A&M Corpus Chris",67,13
2022-01-15,"Incarnate Word",64,"Texas A&M Corpus Chris",80,16
2022-01-20,"McNeese St.",56,"Texas A&M Corpus Chris",60,4
2022-01-22,"Houston Baptist",77,"Texas A&M Corpus Chris",71,-6
2022-02-03,"New Orleans",79,"Texas A&M Corpus Chris",70,-9
2022-01-08,"Arkansas Pine Bluff",71,"Texas Southern",90,19
2022-01-10,"Mississippi Valley St.",58,"Texas Southern",95,37
2022-01-22,"Alabama A&M",44,"Texas Southern",78,34
2022-01-24,"Alabama St.",66,"Texas Southern",73,7
2022-02-12,"Grambling St.",65,"Texas Southern",68,3
2022-01-13,"Louisiana Monroe",56,"Texas St.",80,24
2022-01-15,"Louisiana",68,"Texas St.",72,4
2022-01-29,"UT Arlington",53,"Texas St.",58,5
2022-02-03,"Appalachian St.",66,"Texas St.",68,2
2022-02-05,"Coastal Carolina",64,"Texas St.",69,5
2022-01-08,"Kansas",67,"Texas Tech",75,8
2022-01-13,"Oklahoma St.",57,"Texas Tech",78,21
2022-01-18,"Iowa St.",60,"Texas Tech",72,12
2022-01-22,"West Virginia",65,"Texas Tech",78,13
2022-01-29,"Mississippi St.",50,"Texas Tech",76,26
2022-02-01,"Texas",64,"Texas Tech",77,13
2022-02-12,"TCU",69,"Texas Tech",82,13
2022-01-13,"UNC Greensboro",69,"The Citadel",74,5
2022-01-15,"VMI",90,"The Citadel",85,-5
2022-01-17,"Mercer",71,"The Citadel",64,-7
2022-01-26,"Western Carolina",66,"The Citadel",68,2
2022-01-29,"Chattanooga",75,"The Citadel",62,-13
2022-02-05,"Samford",93,"The Citadel",107,14
2022-01-08,"Northern Illinois",63,"Toledo",94,31
2022-01-18,"Ball St.",70,"Toledo",83,13
2022-01-25,"Buffalo",75,"Toledo",86,11
2022-01-28,"Akron",76,"Toledo",84,8
2022-02-08,"Ohio",62,"Toledo",77,15
2022-01-09,"Northeastern",67,"Towson",70,3
2022-01-11,"Hofstra",66,"Towson",78,12
2022-01-20,"Charleston",67,"Towson",74,7
2022-01-22,"UNC Wilmington",81,"Towson",77,-4
2022-01-29,"Drexel",62,"Towson",66,4
2022-02-10,"William & Mary",60,"Towson",75,15
2022-02-12,"Elon",50,"Towson",86,36
2022-01-06,"Coastal Carolina",59,"Troy",69,10
2022-01-08,"Appalachian St.",53,"Troy",68,15
2022-01-29,"South Alabama",68,"Troy",77,9
2022-02-10,"Arkansas St.",77,"Troy",79,2
2022-02-12,"Little Rock",66,"Troy",62,-4
2022-01-08,"South Florida",54,"Tulane",68,14
2022-01-15,"SMU",75,"Tulane",66,-9
2022-01-26,"Tulsa",63,"Tulane",97,34
2022-01-29,"Wichita St.",66,"Tulane",67,1
2022-02-05,"East Carolina",66,"Tulane",86,20
2022-02-12,"Temple",83,"Tulane",92,9
2022-01-12,"Temple",69,"Tulsa",64,-5
2022-01-15,"Houston",66,"Tulsa",64,-2
2022-01-23,"Memphis",83,"Tulsa",81,-2
2022-01-29,"South Florida",45,"Tulsa",76,31
2022-02-08,"East Carolina",73,"Tulsa",71,-2
2022-02-12,"Cincinnati",77,"Tulsa",83,6
2022-01-01,"UTSA",59,"UAB",87,28
2022-01-13,"FIU",56,"UAB",84,28
2022-01-15,"Florida Atlantic",65,"UAB",76,11
2022-02-05,"Middle Tennessee",75,"UAB",97,22
2022-02-10,"Southern Miss",63,"UAB",84,21
2022-01-08,"UC San Diego",71,"UC Davis",78,7
2022-01-27,"Cal St. Fullerton",74,"UC Davis",58,-16
2022-01-29,"Long Beach St.",70,"UC Davis",63,-7
2022-02-05,"Hawaii",65,"UC Davis",68,3
2022-01-20,"Cal St. Fullerton",65,"UC Irvine",63,-2
2022-01-27,"Cal St. Bakersfield",52,"UC Irvine",57,5
2022-01-29,"Cal Poly",48,"UC Irvine",72,24
2022-02-10,"UC Riverside",56,"UC Irvine",66,10
2022-01-06,"UC San Diego",51,"UC Riverside",59,8
2022-01-08,"UC Irvine",68,"UC Riverside",51,-17
2022-01-27,"Long Beach St.",68,"UC Riverside",62,-6
2022-01-29,"Cal St. Fullerton",54,"UC Riverside",67,13
2022-02-01,"UC Davis",65,"UC Riverside",60,-5
2022-02-03,"Hawaii",59,"UC Riverside",64,5
2022-01-01,"Cal St. Northridge",64,"UC San Diego",72,8
2022-01-20,"Long Beach St.",87,"UC San Diego",69,-18
2022-01-27,"Cal Poly",59,"UC San Diego",55,-4
2022-01-29,"Cal St. Bakersfield",75,"UC San Diego",83,8
2022-02-12,"UC Riverside",62,"UC San Diego",85,23
2022-02-03,"UC Irvine",53,"UC Santa Barbara",52,-1
2022-02-05,"UC San Diego",48,"UC Santa Barbara",84,36
2022-01-05,"Temple",66,"UCF",62,-4
2022-01-12,"Memphis",64,"UCF",74,10
2022-01-22,"Tulane",66,"UCF",68,2
2022-01-29,"Houston",63,"UCF",49,-14
2022-02-03,"South Florida",49,"UCF",68,19
2022-02-08,"Wichita St.",66,"UCF",71,5
2022-01-06,"Long Beach St.",78,"UCLA",96,18
2022-01-13,"Oregon",84,"UCLA",81,-3
2022-01-15,"Oregon St.",65,"UCLA",81,16
2022-01-25,"Arizona",59,"UCLA",75,16
2022-01-27,"California",57,"UCLA",81,24
2022-01-29,"Stanford",43,"UCLA",66,23
2022-01-06,"NJIT",77,"UMass Lowell",72,-5
2022-01-19,"Maine",62,"UMass Lowell",71,9
2022-01-26,"Albany",64,"UMass Lowell",62,-2
2022-02-05,"Vermont",78,"UMass Lowell",67,-11
2022-02-07,"Hartford",75,"UMass Lowell",85,10
2022-02-12,"UMBC",71,"UMass Lowell",88,17
2022-01-08,"UMass Lowell",66,"UMBC",64,-2
2022-01-15,"Vermont",86,"UMBC",69,-17
2022-01-19,"Albany",66,"UMBC",54,-12
2022-01-26,"NJIT",69,"UMBC",73,4
2022-02-05,"New Hampshire",77,"UMBC",88,11
2022-02-09,"Hartford",64,"UMBC",68,4
2022-01-10,"Nebraska Omaha",61,"UMKC",64,3
2022-01-11,"Baptist Christian",57,"UMKC",98,41
2022-01-15,"Oral Roberts",84,"UMKC",72,-12
2022-01-17,"Denver",63,"UMKC",55,-8
2022-01-20,"North Dakota St.",77,"UMKC",80,3
2022-01-22,"North Dakota",74,"UMKC",79,5
2022-01-24,"Spurgeon",44,"UMKC",111,67
2022-02-03,"St. Thomas",72,"UMKC",81,9
2022-02-05,"Western Illinois",82,"UMKC",91,9
2022-01-08,"Charleston Southern",59,"UNC Asheville",82,23
2022-01-15,"USC Upstate",76,"UNC Asheville",73,-3
2022-01-19,"North Carolina A&T",73,"UNC Asheville",71,-2
2022-01-27,"Gardner Webb",61,"UNC Asheville",55,-6
2022-02-02,"Longwood",56,"UNC Asheville",48,-8
2022-02-09,"Hampton",53,"UNC Asheville",69,16
2022-01-05,"Furman",58,"UNC Greensboro",54,-4
2022-01-10,"Wofford",54,"UNC Greensboro",58,4
2022-01-20,"Chattanooga",72,"UNC Greensboro",64,-8
2022-01-22,"Samford",58,"UNC Greensboro",61,3
2022-02-02,"VMI",76,"UNC Greensboro",65,-11
2022-02-10,"The Citadel",66,"UNC Greensboro",86,20
2022-01-12,"Elon",66,"UNC Wilmington",73,7
2022-01-27,"Northeastern",62,"UNC Wilmington",67,5
2022-01-29,"Hofstra",72,"UNC Wilmington",78,6
2022-01-31,"Drexel",63,"UNC Wilmington",70,7
2022-02-12,"Charleston",79,"UNC Wilmington",85,6
2022-01-01,"San Diego St.",62,"UNLV",55,-7
2022-01-11,"New Mexico",56,"UNLV",85,29
2022-01-14,"Fresno St.",73,"UNLV",68,-5
2022-01-22,"San Jose St.",62,"UNLV",70,8
2022-02-01,"Nevada",58,"UNLV",69,11
2022-02-08,"Air Force",44,"UNLV",78,34
2022-01-13,"Oregon St.",71,"USC",81,10
2022-01-15,"Oregon",79,"USC",69,-10
2022-01-24,"Arizona St.",56,"USC",78,22
2022-01-27,"Stanford",64,"USC",61,-3
2022-01-29,"California",72,"USC",79,7
2022-02-08,"Pacific",68,"USC",74,6
2022-02-12,"UCLA",64,"USC",67,3
2022-01-06,"Radford",82,"USC Upstate",77,-5
2022-01-12,"High Point",65,"USC Upstate",66,1
2022-01-22,"Charleston Southern",57,"USC Upstate",70,13
2022-01-26,"Winthrop",95,"USC Upstate",91,-4
2022-02-05,"Campbell",80,"USC Upstate",71,-9
2022-02-12,"UNC Asheville",83,"USC Upstate",56,-27
2022-01-01,"Troy",57,"UT Arlington",62,5
2022-01-13,"Louisiana",73,"UT Arlington",83,10
2022-01-15,"Louisiana Monroe",62,"UT Arlington",55,-7
2022-01-27,"Texas St.",58,"UT Arlington",70,12
2022-02-05,"Appalachian St.",70,"UT Arlington",61,-9
2022-01-06,"Grand Canyon",84,"UT Rio Grande Valley",70,-14
2022-01-08,"New Mexico St.",85,"UT Rio Grande Valley",73,-12
2022-01-13,"Chicago St.",63,"UT Rio Grande Valley",85,22
2022-01-26,"Abilene Christian",87,"UT Rio Grande Valley",85,-2
2022-01-29,"Tarleton St.",79,"UT Rio Grande Valley",64,-15
2022-02-02,"Lamar",79,"UT Rio Grande Valley",93,14
2022-01-06,"Washington",74,"Utah",68,-6
2022-01-08,"Washington St.",77,"Utah",61,-16
2022-01-20,"UCLA",63,"Utah",58,-5
2022-01-22,"USC",79,"Utah",67,-12
2022-02-03,"Oregon St.",59,"Utah",84,25
2022-02-05,"Oregon",80,"Utah",77,-3
2022-01-15,"Wyoming",71,"Utah St.",69,-2
2022-01-20,"Boise St.",62,"Utah St.",59,-3
2022-01-26,"San Diego St.",57,"Utah St.",75,18
2022-02-01,"Air Force",46,"Utah St.",73,27
2022-02-03,"San Jose St.",62,"Utah St.",78,16
2022-02-05,"UNLV",75,"Utah St.",90,15
2022-02-11,"Nevada",85,"Utah St.",72,-13
2022-01-01,"Tarleton St.",55,"Utah Valley",77,22
2022-01-08,"Dixie St.",71,"Utah Valley",79,8
2022-01-20,"UT Rio Grande Valley",56,"Utah Valley",66,10
2022-01-22,"Lamar",41,"Utah Valley",58,17
2022-02-10,"Grand Canyon",79,"Utah Valley",69,-10
2022-02-12,"New Mexico St.",68,"Utah Valley",72,4
2022-01-06,"Louisiana Tech",64,"UTEP",52,-12
2022-01-08,"Southern Miss",54,"UTEP",87,33
2022-01-20,"UTSA",64,"UTEP",69,5
2022-01-27,"Florida Atlantic",68,"UTEP",70,2
2022-01-29,"FIU",68,"UTEP",79,11
2022-01-03,"Dallas Christian",48,"UTSA",101,53
2022-01-06,"Southern Miss",74,"UTSA",73,-1
2022-01-08,"Louisiana Tech",79,"UTSA",63,-16
2022-01-23,"UTEP",59,"UTSA",54,-5
2022-01-27,"FIU",66,"UTSA",73,7
2022-01-29,"Florida Atlantic",73,"UTSA",64,-9
2022-02-12,"Western Kentucky",71,"UTSA",65,-6
2022-01-02,"Illinois St.",76,"Valparaiso",81,5
2022-01-08,"Southern Illinois",63,"Valparaiso",60,-3
2022-01-15,"Missouri St.",74,"Valparaiso",57,-17
2022-01-19,"Northern Iowa",80,"Valparaiso",83,3
2022-01-26,"Bradley",71,"Valparaiso",56,-15
2022-02-05,"Indiana St.",72,"Valparaiso",79,7
2022-01-08,"South Carolina",72,"Vanderbilt",70,-2
2022-01-11,"Kentucky",78,"Vanderbilt",66,-12
2022-01-18,"Tennessee",68,"Vanderbilt",60,-8
2022-01-29,"Georgia",77,"Vanderbilt",85,8
2022-02-05,"LSU",66,"Vanderbilt",75,9
2022-02-08,"Missouri",62,"Vanderbilt",70,8
2022-01-11,"George Washington",57,"VCU",84,27
2022-01-18,"Davidson",63,"VCU",61,-2
2022-01-22,"Saint Joseph's",54,"VCU",70,16
2022-02-02,"Dayton",82,"VCU",52,-30
2022-02-05,"Duquesne",62,"VCU",71,9
2022-02-08,"Rhode Island",64,"VCU",73,9
2022-01-06,"New Hampshire",68,"Vermont",82,14
2022-01-12,"Stony Brook",65,"Vermont",98,33
2022-01-22,"Hartford",72,"Vermont",82,10
2022-01-29,"Maine",68,"Vermont",81,13
2022-01-31,"Albany",61,"Vermont",73,12
2022-02-02,"NJIT",67,"Vermont",90,23
2022-02-09,"Binghamton",51,"Vermont",82,31
2022-01-05,"Creighton",41,"Villanova",75,34
2022-01-16,"Butler",42,"Villanova",82,40
2022-01-19,"Marquette",57,"Villanova",54,-3
2022-01-25,"DePaul",43,"Villanova",67,24
2022-01-29,"St. John's",62,"Villanova",73,11
2022-02-05,"Connecticut",74,"Villanova",85,11
2022-02-12,"Seton Hall",67,"Villanova",73,6
2022-01-12,"Virginia Tech",52,"Virginia",54,2
2022-01-15,"Wake Forest",63,"Virginia",55,-8
2022-01-24,"Louisville",52,"Virginia",64,12
2022-02-01,"Boston College",55,"Virginia",67,12
2022-02-05,"Miami FL",58,"Virginia",71,13
2022-02-12,"Georgia Tech",53,"Virginia",63,10
2022-01-04,"N.C. State",68,"Virginia Tech",63,-5
2022-01-15,"Notre Dame",73,"Virginia Tech",79,6
2022-01-26,"Miami FL",78,"Virginia Tech",75,-3
2022-02-02,"Georgia Tech",66,"Virginia Tech",81,15
2022-02-07,"Pittsburgh",47,"Virginia Tech",74,27
2022-02-12,"Syracuse",59,"Virginia Tech",71,12
2022-01-01,"Furman",67,"VMI",76,9
2022-01-08,"UNC Greensboro",72,"VMI",56,-16
2022-01-20,"Samford",80,"VMI",99,19
2022-01-22,"Chattanooga",78,"VMI",74,-4
2022-01-29,"East Tennessee St.",79,"VMI",83,4
2022-02-04,"Western Carolina",69,"VMI",76,7
2022-02-10,"Mercer",79,"VMI",85,6
2022-02-12,"The Citadel",83,"VMI",79,-4
2022-01-06,"Bryant",81,"Wagner",84,3
2022-01-15,"St. Francis NY",76,"Wagner",81,5
2022-01-17,"Fairleigh Dickinson",64,"Wagner",95,31
2022-01-27,"St. Francis PA",54,"Wagner",69,15
2022-02-05,"LIU",64,"Wagner",79,15
2022-02-10,"Mount St. Mary's",57,"Wagner",69,12
2022-02-12,"Merrimack",80,"Wagner",65,-15
2022-01-04,"Florida St.",54,"Wake Forest",76,22
2022-01-08,"Syracuse",74,"Wake Forest",77,3
2022-01-12,"Duke",76,"Wake Forest",64,-12
2022-01-22,"North Carolina",76,"Wake Forest",98,22
2022-01-24,"Boston College",57,"Wake Forest",87,30
2022-02-02,"Pittsburgh",75,"Wake Forest",91,16
2022-02-12,"Miami FL",76,"Wake Forest",72,-4
2022-01-12,"California",55,"Washington",64,9
2022-01-15,"Stanford",64,"Washington",67,3
2022-01-27,"Colorado",58,"Washington",60,2
2022-01-29,"Utah",73,"Washington",77,4
2022-02-10,"Arizona St.",64,"Washington",87,23
2022-02-12,"Arizona",92,"Washington",68,-24
2022-01-13,"Stanford",62,"Washington St.",57,-5
2022-01-15,"California",57,"Washington St.",65,8
2022-01-26,"Utah",54,"Washington St.",71,17
2022-01-30,"Colorado",43,"Washington St.",70,27
2022-02-10,"Arizona",72,"Washington St.",60,-12
2022-02-12,"Arizona St.",58,"Washington St.",55,-3
2022-01-13,"Idaho",74,"Weber St.",84,10
2022-01-20,"Idaho St.",63,"Weber St.",95,32
2022-01-31,"Eastern Washington",84,"Weber St.",90,6
2022-02-03,"Montana",75,"Weber St.",80,5
2022-02-05,"Montana St.",78,"Weber St.",57,-21
2022-01-08,"Kansas St.",68,"West Virginia",71,3
2022-01-11,"Oklahoma St.",60,"West Virginia",70,10
2022-01-18,"Baylor",77,"West Virginia",68,-9
2022-01-26,"Oklahoma",72,"West Virginia",62,-10
2022-02-05,"Texas Tech",60,"West Virginia",53,-7
2022-02-08,"Iowa St.",63,"West Virginia",79,16
2022-01-05,"The Citadel",90,"Western Carolina",94,4
2022-01-12,"Chattanooga",59,"Western Carolina",70,11
2022-01-15,"Wofford",84,"Western Carolina",64,-20
2022-01-29,"Samford",74,"Western Carolina",64,-10
2022-02-02,"East Tennessee St.",84,"Western Carolina",87,3
2022-02-07,"UNC Greensboro",68,"Western Carolina",49,-19
2022-01-08,"Oral Roberts",87,"Western Illinois",86,-1
2022-01-22,"South Dakota St.",93,"Western Illinois",75,-18
2022-01-24,"South Dakota",75,"Western Illinois",72,-3
2022-01-29,"St. Thomas",52,"Western Illinois",81,29
2022-01-31,"UMKC",83,"Western Illinois",75,-8
2022-02-10,"North Dakota St.",84,"Western Illinois",81,-3
2022-02-12,"North Dakota",68,"Western Illinois",70,2
2022-01-08,"FIU",71,"Western Kentucky",84,13
2022-01-13,"Rice",66,"Western Kentucky",80,14
2022-01-15,"North Texas",65,"Western Kentucky",60,-5
2022-01-27,"UAB",68,"Western Kentucky",65,-3
2022-01-29,"Middle Tennessee",93,"Western Kentucky",85,-8
2022-02-10,"Florida Atlantic",69,"Western Kentucky",76,7
2022-01-01,"Ohio",59,"Western Michigan",47,-12
2022-01-04,"Eastern Michigan",85,"Western Michigan",79,-6
2022-01-11,"Buffalo",78,"Western Michigan",64,-14
2022-01-15,"Miami OH",70,"Western Michigan",62,-8
2022-01-22,"Bowling Green",82,"Western Michigan",75,-7
2022-02-01,"Northern Illinois",75,"Western Michigan",56,-19
2022-02-12,"Central Michigan",63,"Western Michigan",77,14
2022-01-01,"Memphis",82,"Wichita St.",64,-18
2022-01-12,"Tulane",68,"Wichita St.",67,-1
2022-01-16,"Cincinnati",61,"Wichita St.",57,-4
2022-01-26,"UCF",79,"Wichita St.",84,5
2022-02-01,"Tulsa",48,"Wichita St.",58,10
2022-02-05,"SMU",57,"Wichita St.",72,15
2022-02-12,"South Florida",69,"Wichita St.",73,4
2022-01-15,"James Madison",95,"William & Mary",91,-4
2022-01-17,"Towson",91,"William & Mary",69,-22
2022-01-29,"Elon",61,"William & Mary",65,4
2022-02-03,"Charleston",84,"William & Mary",61,-23
2022-02-05,"UNC Wilmington",92,"William & Mary",70,-22
2022-01-10,"Campbell",72,"Winthrop",74,2
2022-01-13,"UNC Asheville",80,"Winthrop",86,6
2022-01-22,"Gardner Webb",62,"Winthrop",64,2
2022-02-03,"North Carolina A&T",54,"Winthrop",64,10
2022-02-09,"Radford",48,"Winthrop",58,10
2022-02-12,"Presbyterian",61,"Winthrop",65,4
2022-01-06,"Iowa",78,"Wisconsin",87,9
2022-01-13,"Ohio St.",68,"Wisconsin",78,10
2022-01-21,"Michigan St.",86,"Wisconsin",74,-12
2022-01-30,"Minnesota",60,"Wisconsin",66,6
2022-02-05,"Penn St.",49,"Wisconsin",51,2
2022-02-12,"Rutgers",73,"Wisconsin",65,-8
2022-01-05,"Chattanooga",75,"Wofford",67,-8
2022-01-12,"Samford",64,"Wofford",87,23
2022-01-19,"The Citadel",77,"Wofford",89,12
2022-01-22,"Furman",75,"Wofford",50,-25
2022-01-29,"UNC Greensboro",66,"Wofford",85,19
2022-02-05,"East Tennessee St.",60,"Wofford",62,2
2022-02-12,"Western Carolina",57,"Wofford",69,12
2022-01-01,"Green Bay",69,"Wright St.",72,3
2022-01-06,"Illinois Chicago",72,"Wright St.",90,18
2022-01-08,"IUPUI",58,"Wright St.",72,14
2022-01-28,"Cleveland St.",71,"Wright St.",67,-4
2022-01-30,"Purdue Fort Wayne",63,"Wright St.",75,12
2022-02-04,"Detroit Mercy",59,"Wright St.",90,31
2022-02-05,"Oakland",64,"Wright St.",75,11
2022-01-19,"San Jose St.",69,"Wyoming",84,15
2022-01-22,"New Mexico",91,"Wyoming",93,2
2022-01-31,"Colorado St.",78,"Wyoming",84,6
2022-02-03,"Boise St.",65,"Wyoming",72,7
2022-02-08,"Utah St.",76,"Wyoming",78,2
2022-01-12,"Villanova",64,"Xavier",60,-4
2022-01-15,"Creighton",73,"Xavier",80,7
2022-01-26,"Providence",65,"Xavier",62,-3
2022-02-02,"Butler",66,"Xavier",68,2
2022-02-05,"DePaul",69,"Xavier",65,-4
2022-02-11,"Connecticut",68,"Xavier",74,6
2022-01-15,"Cornell",69,"Yale",96,27
2022-01-25,"Columbia",72,"Yale",83,11
2022-02-04,"Dartmouth",69,"Yale",72,3
2022-02-05,"Harvard",55,"Yale",58,3
2022-01-07,"Purdue Fort Wayne",71,"Youngstown St.",61,-10
2022-01-09,"Cleveland St.",86,"Youngstown St.",80,-6
2022-01-13,"Northern Kentucky",68,"Youngstown St.",67,-1
2022-01-15,"Wright St.",87,"Youngstown St.",90,3
2022-01-27,"Green Bay",50,"Youngstown St.",63,13
2022-01-29,"Milwaukee",72,"Youngstown St.",86,14
2022-02-09,"Oakland",71,"Youngstown St.",78,7
2022-02-11,"Detroit Mercy",69,"Youngstown St.",82,13
