date,home,score1,vis,score2,location,score_diff,home_conference,vis_conference
2022-01-27,Southern Miss,54,North Texas,63,Southern Miss,-9,Conference USA,Conference USA
2022-01-27,UNC Wilmington,67,Northeastern,62,UNC Wilmington,5,Colonial Athletic Association,Colonial Athletic Association
2022-01-27,Minnesota,64,Ohio St.,75,Minnesota,-11,Big Ten,Big Ten
2022-01-27,Nebraska Omaha,88,Oral Roberts,100,Nebraska Omaha,-12,Summit League,Summit League
2022-01-27,Portland,64,Pacific,56,Portland,8,West Coast,West Coast
2022-01-27,San Diego,64,Pepperdine,56,San Diego,8,West Coast,West Coast
2022-01-27,Iowa,73,Purdue,83,Iowa,-10,Big Ten,Big Ten
2022-01-27,Louisiana Tech,80,Rice,63,Louisiana Tech,17,Conference USA,Conference USA
2022-01-27,San Francisco,70,Saint Mary's,72,San Francisco,-2,West Coast,West Coast
2022-01-27,Portland St.,82,Southern Utah,85,Portland St.,-3,Big Sky,Big Sky
2022-01-27,Sacred Heart,66,St. Francis NY,71,Sacred Heart,-5,Northeast,Northeast
2022-01-27,Wagner,69,St. Francis PA,54,Wagner,15,Northeast,Northeast
2022-01-27,USC,61,Stanford,64,USC,-3,Pacific-12,Pacific-12
2022-01-27,SIU Edwardsville,70,Tennessee St.,75,SIU Edwardsville,-5,Ohio Valley,Ohio Valley
2022-01-27,Southeastern Louisiana,71,Texas A&M Corpus Chris,86,Southeastern Louisiana,-15,Southland,Southland
2022-01-27,UT Arlington,70,Texas St.,58,UT Arlington,12,Sun Belt,Sun Belt
2022-01-27,South Alabama,82,Troy,63,South Alabama,19,Sun Belt,Sun Belt
2022-01-27,Western Kentucky,65,UAB,68,Western Kentucky,-3,Conference USA,Conference USA
2022-01-27,Denver,61,UMKC,72,Denver,-11,Summit League,Western Athletic
2022-01-27,Chicago St.,87,Utah Valley,101,Chicago St.,-14,Western Athletic,Western Athletic
2022-01-27,Northern Colorado,76,Weber St.,85,Northern Colorado,-9,Big Sky,Big Sky
2022-01-27,Elon,61,William & Mary,54,Elon,7,Colonial Athletic Association,Colonial Athletic Association
2022-01-27,Nebraska,65,Wisconsin,73,Nebraska,-8,Big Ten,Big Ten
2022-01-28,Toledo,84,Akron,76,Toledo,8,Mid-American,Mid-American
2022-01-28,Fresno St.,63,Boise St.,68,Fresno St.,-5,Mountain West,Mountain West
2022-01-28,Monmouth,72,Canisius,67,Monmouth,5,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-28,Wright St.,67,Cleveland St.,71,Wright St.,-4,Horizon League,Horizon League
2022-01-28,Boston University,76,Colgate,72,Boston University,4,Patriot League,Patriot League
2022-01-28,Rider,65,Fairfield,76,Rider,-11,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-28,Holy Cross,67,Lehigh,65,Holy Cross,2,Patriot League,Patriot League
2022-01-28,Saint Peter's,77,Manhattan,51,Saint Peter's,26,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-28,Quinnipiac,94,Marist,87,Quinnipiac,7,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-28,Siena,60,Niagara,56,Siena,4,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-28,Buffalo,53,Ohio,74,Buffalo,-21,Mid-American,Mid-American
2022-01-28,Harvard,74,Penn,78,Harvard,-4,Ivy League,Ivy League
2022-01-28,Northern Kentucky,59,Purdue Fort Wayne,49,Northern Kentucky,10,Horizon League,Horizon League
2022-01-28,Dayton,53,Rhode Island,51,Dayton,2,Atlantic 10,Atlantic 10
2022-01-28,New Mexico,86,San Jose St.,70,New Mexico,16,Mountain West,Mountain West
2022-01-28,New Hampshire,69,Stony Brook,76,New Hampshire,-7,America East,America East
2022-01-28,Colorado St.,74,UNLV,88,Colorado St.,-14,Mountain West,Mountain West
2022-01-28,Air Force,61,Wyoming,63,Air Force,-2,Mountain West,Mountain West
2022-01-29,Lamar,82,Abilene Christian,85,Lamar,-3,Western Athletic,Western Athletic
2022-01-29,NJIT,53,Albany,64,NJIT,-11,America East,America East
2022-01-29,Navy,47,American,45,Navy,2,Patriot League,Patriot League
2022-01-29,Arizona,67,Arizona St.,56,Arizona,11,Pacific-12,Pacific-12
2022-01-29,Mississippi Valley St.,68,Arkansas Pine Bluff,74,Mississippi Valley St.,-6,Southwest Athletic,Southwest Athletic
2022-01-29,Coastal Carolina,66,Arkansas St.,73,Coastal Carolina,-7,Sun Belt,Sun Belt
2022-01-29,Tennessee Tech,55,Austin Peay,58,Tennessee Tech,-3,Ohio Valley,Ohio Valley
2022-01-29,Alabama,87,Baylor,78,Alabama,9,Southeastern,Big 12
2022-01-29,Florida Gulf Coast,63,Bellarmine,74,Florida Gulf Coast,-11,Atlantic Sun,Atlantic Sun
2022-01-29,Alabama St.,79,Bethune Cookman,73,Alabama St.,6,Southwest Athletic,Southwest Athletic
2022-01-29,Pacific,76,BYU,73,Pacific,3,West Coast,West Coast
2022-01-29,UC Irvine,72,Cal Poly,48,UC Irvine,24,Big West,Big West
2022-01-29,UC San Diego,83,Cal St. Bakersfield,75,UC San Diego,8,Big West,Big West
2022-01-29,UC Riverside,67,Cal St. Fullerton,54,UC Riverside,13,Big West,Big West
2022-01-29,USC,79,California,72,USC,7,Pacific-12,Pacific-12
2022-01-29,Jacksonville,79,Central Arkansas,59,Jacksonville,20,Atlantic Sun,Atlantic Sun
2022-01-29,Northern Illinois,63,Central Michigan,69,Northern Illinois,-6,Mid-American,Mid-American
2022-01-29,Old Dominion,68,Charlotte,52,Old Dominion,16,Conference USA,Conference USA
2022-01-29,The Citadel,62,Chattanooga,75,The Citadel,-13,Southern,Southern
2022-01-29,DePaul,50,Connecticut,57,DePaul,-7,Big East,Big East
2022-01-29,Columbia,63,Dartmouth,76,Columbia,-13,Ivy League,Ivy League
2022-01-29,James Madison,69,Delaware,85,James Madison,-16,Colonial Athletic Association,Colonial Athletic Association
2022-01-29,Chicago St.,65,Dixie St.,79,Chicago St.,-14,Western Athletic,Western Athletic
2022-01-29,Towson,66,Drexel,62,Towson,4,Colonial Athletic Association,Colonial Athletic Association
2022-01-29,Louisville,65,Duke,74,Louisville,-9,Atlantic Coast,Atlantic Coast
2022-01-29,VMI,83,East Tennessee St.,79,VMI,4,Southern,Southern
2022-01-29,Stetson,113,Eastern Kentucky,95,Stetson,18,Atlantic Sun,Atlantic Sun
2022-01-29,Montana,61,Eastern Washington,59,Montana,2,Big Sky,Big Sky
2022-01-29,William & Mary,65,Elon,61,William & Mary,4,Colonial Athletic Association,Colonial Athletic Association
2022-01-29,Missouri St.,72,Evansville,58,Missouri St.,14,Missouri Valley,Missouri Valley
2022-01-29,UTEP,79,FIU,68,UTEP,11,Conference USA,NCAA
2022-01-29,Alabama A&M,60,Florida A&M,65,Alabama A&M,-5,Southwest Athletic,Southwest Athletic
2022-01-29,UTSA,64,Florida Atlantic,73,UTSA,-9,Conference USA,Conference USA
2022-01-29,Mercer,50,Furman,80,Mercer,-30,Southern,Southern
2022-01-29,Butler,56,Georgetown,53,Butler,3,Big East,Big East
2022-01-29,Vanderbilt,85,Georgia,77,Vanderbilt,8,Southeastern,Southeastern
2022-01-29,Louisiana,65,Georgia Southern,66,Louisiana,-1,Sun Belt,Sun Belt
2022-01-29,Louisiana Monroe,62,Georgia St.,73,Louisiana Monroe,-11,Sun Belt,Sun Belt
2022-01-29,Jackson St.,64,Grambling St.,73,Jackson St.,-9,Southwest Athletic,Southwest Athletic
2022-01-29,New Mexico St.,71,Grand Canyon,61,New Mexico St.,10,Western Athletic,Western Athletic
2022-01-29,Robert Morris,62,Green Bay,60,Robert Morris,2,Horizon League,Horizon League
2022-01-29,Charleston Southern,74,Hampton,78,Charleston Southern,-4,Big South,Big South
2022-01-29,Campbell,77,High Point,72,Campbell,5,Big South,Big South
2022-01-29,UNC Wilmington,78,Hofstra,72,UNC Wilmington,6,Colonial Athletic Association,Colonial Athletic Association
2022-01-29,UCF,49,Houston,63,UCF,-14,American Athletic,American Athletic
2022-01-29,North Carolina Central,74,Howard,75,North Carolina Central,-1,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-29,Montana St.,70,Idaho,64,Montana St.,6,Big Sky,Big Sky
2022-01-29,Northwestern,56,Illinois,59,Northwestern,-3,Big Ten,Big Ten
2022-01-29,Oakland,81,Illinois Chicago,74,Oakland,7,Horizon League,Horizon League
2022-01-29,Northern Iowa,79,Illinois St.,64,Northern Iowa,15,Missouri Valley,Missouri Valley
2022-01-29,Southeastern Louisiana,78,Incarnate Word,68,Southeastern Louisiana,10,Southland,Southland
2022-01-29,Maryland,55,Indiana,68,Maryland,-13,Big Ten,Big Ten
2022-01-29,Liberty,67,Jacksonville St.,77,Liberty,-10,Atlantic Sun,Atlantic Sun
2022-01-29,Mississippi,67,Kansas St.,56,Mississippi,11,Southeastern,Big 12
2022-01-29,Bowling Green,83,Kent St.,91,Bowling Green,-8,Mid-American,Mid-American
2022-01-29,Kansas,62,Kentucky,80,Kansas,-18,Big 12,Southeastern
2022-01-29,Davidson,77,La Salle,69,Davidson,8,Atlantic 10,Atlantic 10
2022-01-29,Army,60,Lafayette,56,Army,4,Patriot League,Patriot League
2022-01-29,North Florida,74,Lipscomb,77,North Florida,-3,Atlantic Sun,Atlantic Sun
2022-01-29,Appalachian St.,72,Little Rock,57,Appalachian St.,15,Sun Belt,Sun Belt
2022-01-29,UC Davis,63,Long Beach St.,70,UC Davis,-7,Big West,Big West
2022-01-29,TCU,77,LSU,68,TCU,9,Big 12,Southeastern
2022-01-29,Vermont,81,Maine,68,Vermont,13,America East,America East
2022-01-29,Coppin St.,61,Maryland Eastern Shore,64,Coppin St.,-3,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-29,Georgia Tech,62,Miami FL,73,Georgia Tech,-11,Atlantic Coast,Atlantic Coast
2022-01-29,Eastern Michigan,85,Miami OH,75,Eastern Michigan,10,Mid-American,Mid-American
2022-01-29,Michigan St.,83,Michigan,67,Michigan St.,16,Big Ten,Big Ten
2022-01-29,Western Kentucky,85,Middle Tennessee,93,Western Kentucky,-8,Conference USA,Conference USA
2022-01-29,Youngstown St.,86,Milwaukee,72,Youngstown St.,14,Horizon League,Horizon League
2022-01-29,Texas Tech,76,Mississippi St.,50,Texas Tech,26,Big 12,Southeastern
2022-01-29,Iowa St.,67,Missouri,50,Iowa St.,17,Big 12,Southeastern
2022-01-29,Murray St.,77,Morehead St.,66,Murray St.,11,Ohio Valley,Ohio Valley
2022-01-29,North Carolina,100,N.C. State,80,North Carolina,20,Atlantic Coast,Big Sky
2022-01-29,Houston Baptist,61,Nicholls St.,73,Houston Baptist,-12,Southland,Southland
2022-01-29,South Carolina St.,69,Norfolk St.,87,South Carolina St.,-18,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-29,Kennesaw St.,58,North Alabama,71,Kennesaw St.,-13,Atlantic Sun,Atlantic Sun
2022-01-29,South Dakota,71,North Dakota,58,South Dakota,13,Summit League,Summit League
2022-01-29,South Dakota St.,80,North Dakota St.,76,South Dakota St.,4,Summit League,Summit League
2022-01-29,Louisiana Tech,62,North Texas,63,Louisiana Tech,-1,Conference USA,Conference USA
2022-01-29,Charleston,81,Northeastern,63,Charleston,18,Colonial Athletic Association,Colonial Athletic Association
2022-01-29,Auburn,86,Oklahoma,68,Auburn,18,Southeastern,Big 12
2022-01-29,Florida,81,Oklahoma St.,72,Florida,9,Southeastern,Big 12
2022-01-29,Denver,80,Oral Roberts,89,Denver,-9,Summit League,Summit League
2022-01-29,Oregon,78,Oregon St.,56,Oregon,22,Pacific-12,Pacific-12
2022-01-29,Saint Mary's,81,Pepperdine,57,Saint Mary's,24,West Coast,West Coast
2022-01-29,Gonzaga,104,Portland,72,Gonzaga,32,West Coast,West Coast
2022-01-29,Northern Arizona,76,Portland St.,97,Northern Arizona,-21,Big Sky,Big Sky
2022-01-29,Gardner Webb,61,Radford,42,Gardner Webb,19,Big South,Big South
2022-01-29,Southern Miss,62,Rice,76,Southern Miss,-14,Conference USA,Conference USA
2022-01-29,Nebraska,61,Rutgers,63,Nebraska,-2,Big Ten,Big Ten
2022-01-29,St. Bonaventure,80,Saint Joseph's,69,St. Bonaventure,11,Atlantic 10,Atlantic 10
2022-01-29,Duquesne,53,Saint Louis,77,Duquesne,-24,Atlantic 10,Atlantic 10
2022-01-29,Seattle,78,Sam Houston St.,63,Seattle,15,Western Athletic,Western Athletic
2022-01-29,Western Carolina,64,Samford,74,Western Carolina,-10,Southern,Southern
2022-01-29,Loyola Marymount,65,San Diego,69,Loyola Marymount,-4,West Coast,West Coast
2022-01-29,San Francisco,88,Santa Clara,85,San Francisco,3,West Coast,West Coast
2022-01-29,Southeast Missouri St.,85,SIU Edwardsville,77,Southeast Missouri St.,8,Ohio Valley,Ohio Valley
2022-01-29,Troy,77,South Alabama,68,Troy,9,Sun Belt,Sun Belt
2022-01-29,Texas A&M,63,South Carolina,74,Texas A&M,-11,Southeastern,Southeastern
2022-01-29,Tulsa,76,South Florida,45,Tulsa,31,American Athletic,American Athletic
2022-01-29,Alcorn St.,68,Southern,64,Alcorn St.,4,Southwest Athletic,Southwest Athletic
2022-01-29,Mount St. Mary's,71,St. Francis PA,54,Mount St. Mary's,17,Northeast,Northeast
2022-01-29,Villanova,73,St. John's,62,Villanova,11,Big East,Big East
2022-01-29,Western Illinois,81,St. Thomas,52,Western Illinois,29,Summit League,Summit League
2022-01-29,UCLA,66,Stanford,43,UCLA,23,Pacific-12,Pacific-12
2022-01-29,Cal Baptist,77,Stephen F. Austin,81,Cal Baptist,-4,Western Athletic,Western Athletic
2022-01-29,UT Rio Grande Valley,64,Tarleton St.,79,UT Rio Grande Valley,-15,Western Athletic,Western Athletic
2022-01-29,SMU,69,Temple,61,SMU,8,American Athletic,American Athletic
2022-01-29,Texas,52,Tennessee,51,Texas,1,Big 12,Southeastern
2022-01-29,Belmont,87,Tennessee Martin,58,Belmont,29,Ohio Valley,Ohio Valley
2022-01-29,Eastern Illinois,62,Tennessee St.,57,Eastern Illinois,5,Ohio Valley,Ohio Valley
2022-01-29,Northwestern St.,90,Texas A&M Corpus Chris,76,Northwestern St.,14,Southland,Southland
2022-01-29,Prairie View A&M,74,Texas Southern,75,Prairie View A&M,-1,Southwest Athletic,Southwest Athletic
2022-01-29,Marshall,84,UAB,81,Marshall,3,Conference USA,Conference USA
2022-01-29,Hawaii,65,UC Santa Barbara,62,Hawaii,3,Big West,Big West
2022-01-29,Binghamton,68,UMBC,70,Binghamton,-2,America East,America East
2022-01-29,Nebraska Omaha,69,UMKC,68,Nebraska Omaha,1,Summit League,Western Athletic
2022-01-29,Presbyterian,67,UNC Asheville,68,Presbyterian,-1,Big South,Big South
2022-01-29,Wofford,85,UNC Greensboro,66,Wofford,19,Southern,Southern
2022-01-29,North Carolina A&T,64,USC Upstate,84,North Carolina A&T,-20,Big South,Big South
2022-01-29,Texas St.,58,UT Arlington,53,Texas St.,5,Sun Belt,Sun Belt
2022-01-29,Washington,77,Utah,73,Washington,4,Pacific-12,Pacific-12
2022-01-29,Nevada,49,Utah St.,78,Nevada,-29,Mountain West,Mountain West
2022-01-29,Richmond,62,VCU,64,Richmond,-2,Atlantic 10,Atlantic 10
2022-01-29,Notre Dame,69,Virginia,65,Notre Dame,4,Atlantic Coast,Atlantic Coast
2022-01-29,Florida St.,72,Virginia Tech,85,Florida St.,-13,Atlantic Coast,Atlantic Coast
2022-01-29,Syracuse,94,Wake Forest,72,Syracuse,22,Atlantic Coast,Atlantic Coast
2022-01-29,Sacramento St.,59,Weber St.,79,Sacramento St.,-20,Big Sky,Big Sky
2022-01-29,Arkansas,77,West Virginia,68,Arkansas,9,Southeastern,Big 12
2022-01-29,Ball St.,83,Western Michigan,72,Ball St.,11,Mid-American,Mid-American
2022-01-29,Tulane,67,Wichita St.,66,Tulane,1,American Athletic,American Athletic
2022-01-29,Longwood,92,Winthrop,88,Longwood,4,Big South,Big South
2022-01-29,Creighton,64,Xavier,74,Creighton,-10,Big East,Big East
2022-01-29,Princeton,74,Yale,80,Princeton,-6,Ivy League,Ivy League
2022-01-30,Rider,70,Canisius,62,Rider,8,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-30,Fairleigh Dickinson,75,Central Connecticut,55,Fairleigh Dickinson,20,Northeast,Northeast
2022-01-30,East Carolina,59,Cincinnati,60,East Carolina,-1,American Athletic,American Athletic
2022-01-30,Northern Kentucky,78,Cleveland St.,72,Northern Kentucky,6,Horizon League,Horizon League
2022-01-30,Washington St.,70,Colorado,43,Washington St.,27,Pacific-12,Pacific-12
2022-01-30,Brown,72,Cornell,74,Brown,-2,Ivy League,Ivy League
2022-01-30,Morgan St.,82,Delaware St.,70,Morgan St.,12,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-30,George Washington,64,Fordham,55,George Washington,9,Atlantic 10,Atlantic 10
2022-01-30,Massachusetts,62,George Mason,72,Massachusetts,-10,Atlantic 10,Atlantic 10
2022-01-30,Bradley,67,Indiana St.,52,Bradley,15,Missouri Valley,Missouri Valley
2022-01-30,Bryant,88,LIU,81,Bryant,7,Northeast,Northeast
2022-01-30,Drake,77,Loyola Chicago,68,Drake,9,Missouri Valley,Missouri Valley
2022-01-30,Bucknell,82,Loyola MD,80,Bucknell,2,Patriot League,Patriot League
2022-01-30,Manhattan,72,Marist,66,Manhattan,6,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-30,Providence,65,Marquette,63,Providence,2,Big East,Big East
2022-01-30,Wisconsin,66,Minnesota,60,Wisconsin,6,Big Ten,Big Ten
2022-01-30,McNeese St.,78,New Orleans,84,McNeese St.,-6,Southland,Southland
2022-01-30,Monmouth,69,Niagara,70,Monmouth,-1,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-30,Purdue,81,Ohio St.,78,Purdue,3,Big Ten,Big Ten
2022-01-30,Boston College,69,Pittsburgh,56,Boston College,13,Atlantic Coast,Atlantic Coast
2022-01-30,Wright St.,75,Purdue Fort Wayne,63,Wright St.,12,Horizon League,Horizon League
2022-01-30,Siena,85,Quinnipiac,76,Siena,9,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-30,Iona,85,Saint Peter's,77,Iona,8,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-30,Southern Illinois,77,Valparaiso,55,Southern Illinois,22,Missouri Valley,Missouri Valley
2022-01-30,St. Francis NY,69,Wagner,72,St. Francis NY,-3,Northeast,Northeast
2022-01-31,Vermont,73,Albany,61,Vermont,12,America East,America East
2022-01-31,Alabama A&M,67,Bethune Cookman,52,Alabama A&M,15,Southwest Athletic,Southwest Athletic
2022-01-31,Lafayette,61,Colgate,72,Lafayette,-11,Patriot League,Patriot League
2022-01-31,Wyoming,84,Colorado St.,78,Wyoming,6,Mountain West,Mountain West
2022-01-31,UNC Wilmington,70,Drexel,63,UNC Wilmington,7,Colonial Athletic Association,Colonial Athletic Association
2022-01-31,Notre Dame,43,Duke,57,Notre Dame,-14,Atlantic Coast,Atlantic Coast
2022-01-31,IUPUI,75,East West,59,IUPUI,16,Horizon League,NA
2022-01-31,Weber St.,90,Eastern Washington,84,Weber St.,6,Big Sky,Big Sky
2022-01-31,Alabama St.,65,Florida A&M,66,Alabama St.,-1,Southwest Athletic,Southwest Athletic
2022-01-31,Alcorn St.,73,Grambling St.,80,Alcorn St.,-7,Southwest Athletic,Southwest Athletic
2022-01-31,Maine,66,Hartford,78,Maine,-12,America East,America East
2022-01-31,Boston University,70,Holy Cross,75,Boston University,-5,Patriot League,Patriot League
2022-01-31,South Carolina St.,58,Howard,55,South Carolina St.,3,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-31,Penn St.,90,Iowa,86,Penn St.,4,Big Ten,Big Ten
2022-01-31,Kennesaw St.,50,Liberty,65,Kennesaw St.,-15,Atlantic Sun,Atlantic Sun
2022-01-31,Detroit Mercy,96,Michigan Dearborn,51,Detroit Mercy,45,Horizon League,NA
2022-01-31,Tennessee Tech,56,Morehead St.,70,Tennessee Tech,-14,Ohio Valley,Ohio Valley
2022-01-31,Maryland Eastern Shore,79,Morgan St.,72,Maryland Eastern Shore,7,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-31,San Diego St.,72,New Mexico,47,San Diego St.,25,Mountain West,Mountain West
2022-01-31,North Carolina Central,70,Norfolk St.,67,North Carolina Central,3,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-31,Southern Utah,78,Northern Arizona,66,Southern Utah,12,Big Sky,Big Sky
2022-01-31,Portland St.,79,Northern Colorado,76,Portland St.,3,Big Sky,Big Sky
2022-01-31,Santa Clara,81,Pacific,59,Santa Clara,22,West Coast,West Coast
2022-01-31,Austin Peay,68,SIU Edwardsville,63,Austin Peay,5,Ohio Valley,Ohio Valley
2022-01-31,North Dakota,64,South Dakota St.,70,North Dakota,-6,Summit League,Summit League
2022-01-31,Jackson St.,64,Southern,75,Jackson St.,-11,Southwest Athletic,Southwest Athletic
2022-01-31,Oklahoma,63,TCU,72,Oklahoma,-9,Big 12,Big 12
2022-01-31,Western Illinois,75,UMKC,83,Western Illinois,-8,Summit League,Western Athletic
2022-01-31,Baylor,81,West Virginia,77,Baylor,4,Big 12,Big 12
2022-01-31,Mercer,67,Wofford,62,Mercer,5,Southern,Southern
2022-02-01,Utah St.,73,Air Force,46,Utah St.,27,Mountain West,Mountain West
2022-02-01,Auburn,100,Alabama,81,Auburn,19,Southeastern,Southeastern
2022-02-01,Ohio,87,Ball St.,63,Ohio,24,Mid-American,Mid-American
2022-02-01,Virginia,67,Boston College,55,Virginia,12,Atlantic Coast,Atlantic Coast
2022-02-01,Central Michigan,78,Bowling Green,74,Central Michigan,4,Mid-American,Mid-American
2022-02-01,Stanford,57,California,50,Stanford,7,Pacific-12,Pacific-12
2022-02-01,Siena,73,Canisius,65,Siena,8,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-02-01,Connecticut,55,Creighton,59,Connecticut,-4,Big East,Big East
2022-02-01,St. Bonaventure,76,Davidson,81,St. Bonaventure,-5,Atlantic 10,Atlantic 10
2022-02-01,San Jose St.,43,Fresno St.,73,San Jose St.,-30,Mountain West,Mountain West
2022-02-01,Iowa St.,61,Kansas,70,Iowa St.,-9,Big 12,Big 12
2022-02-01,Miami OH,65,Kent St.,78,Miami OH,-13,Mid-American,Mid-American
2022-02-01,Maryland,63,Michigan St.,65,Maryland,-2,Big Ten,Big Ten
2022-02-01,LSU,72,Mississippi,76,LSU,-4,Southeastern,Southeastern
2022-02-01,Michigan,85,Nebraska,79,Michigan,6,Big Ten,Big Ten
2022-02-01,UNLV,69,Nevada,58,UNLV,11,Mountain West,Mountain West
2022-02-01,Louisville,83,North Carolina,90,Louisville,-7,Atlantic Coast,Atlantic Coast
2022-02-01,Western Michigan,56,Northern Illinois,75,Western Michigan,-19,Mid-American,Mid-American
2022-02-01,St. John's,82,Providence,86,St. John's,-4,Big East,Big East
2022-02-01,Duquesne,57,Richmond,74,Duquesne,-17,Atlantic 10,Atlantic 10
2022-02-01,Northwestern,79,Rutgers,78,Northwestern,1,Big Ten,Big Ten
2022-02-01,Georgetown,63,Seton Hall,70,Georgetown,-7,Big East,Big East
2022-02-01,Mississippi St.,78,South Carolina,64,Mississippi St.,14,Southeastern,Southeastern
